## FlyBase Gene Snapshot Report
## Generated: Fri Jan 27 16:03:04 2017
## Using datasource: dbi:Pg:dbname=fb_2017_01_reporting;host=flysql15;port=5432...
##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0003326	sca	scabrous		Scabrous (Sca) is a secreted glycoprotein with partial homology to fibrinogen and its relatives. It is a transcriptional target of proneural bHLH proteins and a useful marker for proneural regions and cells. Sca contributes to neural patterning and interacts with the Notch pathway.
FBgn0003321	sbr	small bristles		In progress.
FBgn0003319	Sb	Stubble		In progress.
FBgn0003317	sax	saxophone		Saxophone (Sax) is a a type I BMP receptor. Together with the BMP receptors tkv and put, Sax transduces signaling of the BMP ligands dpp, gbb and scw, in a wide variety of developmental processes including embryonic and imaginal disc patterning.
FBgn0003261	Rm62	Rm62		In progress.
FBgn0003257	r-l	rudimentary-like		In progress.
FBgn0003256	rl	rolled		Rolled (Rl) is the mitogen activated protein (MAP) kinase, core component of the RAS/MAPK pathway. It is inactivated by the PTP-ER and Mkp3 phosphatases. Rl phosphorylates a diverse set of downstream cytoplasmic and nuclear effectors, which impact cell fate decisions in a wide array of tissues.
FBgn0003255	rk	rickets		Rickets is a G-protein coupled receptor that signals intracellularly using the second messenger cAMP. It binds the heterodimeric hormone bursicon and is developmentally important for molting-related behaviors. It is also required after adult emergence for cuticle hardening and melanization.
FBgn0003254	rib	ribbon		Ribbon is a nuclear BTB-domain protein, expressed in most embryonic cells. It is required for development of the salivary gland and trachea, as well as for dorsal closure. It regulates both growth and differentiation of salivary gland cells.
FBgn0003250	Rh4	Rhodopsin 4		In progress.
FBgn0003249	Rh3	Rhodopsin 3		In progress.
FBgn0003248	Rh2	Rhodopsin 2		In progress.
FBgn0003231	ref(2)P	refractory to sigma P		In progress.
FBgn0003227	rec	recombination-defective		Recombination-defective interacts with other Mini-Chromosome Maintenance (MCM)-related proteins (mei-217 and mei-218) to make meiotic crossovers.
FBgn0003218	rdgB	retinal degeneration B		In progress.
FBgn0003210	rb	ruby		In progress.
FBgn0003209	raw	raw		In progress.
FBgn0003206	Ras64B	Ras oncogene at 64B		In progress.
FBgn0003205	Ras85D	Ras oncogene at 85D		Ras oncogene at 85D (Ras85D) acts downstream of several cell signals, most notably from Receptor Tyrosine Kinases, to regulate tissue growth and development. When abnormally activated it can direct developmental defects and tissue hyperplasia, mimicking aspects of human disease including Rasopathies and cancer, respectively.
FBgn0003204	ras	raspberry		In progress.
FBgn0003189	r	rudimentary		Rudimentary (R) is the CAD protein that catalyzes the initial steps of de novo pyrimidine biosynthesis. R depletion results in wing malformations and pyrimidine auxotrophy.
FBgn0003187	qua	quail		Quail (Qua) is a member of the Villin family of F-actin crosslinking proteins. Quail is involved in wing hair growth and oogenesis.
FBgn0003175	px	plexus		Plexus is a ubiquitously expressed nuclear matrix protein required to restrict excess wing vein development by repressing transcription of the pro-vein gene rho.
FBgn0003174	pwn	pawn		In progress.
FBgn0003169	put	punt		Punt (Put) is a transforming growth factor beta type II receptor that functions in both Dpp/BMP and Activin signaling. Pathway specificity in signaling output is determined by which type I receptor (Dpp/BMP or Activin one) is engaged in the complex with Put.
FBgn0003165	pum	pumilio		In progress.
FBgn0003162	Pu	Punch		In progress.
FBgn0003159	CG2841	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003149	Prm	Paramyosin		Paramyosin is a muscle protein found only in invertebrates. It dimerizes into a coiled-coil that occupies the interior of the thick filament. Its role is thought to be structural, although it can be phosphorylated and this is important for muscle function.
FBgn0003145	prd	paired		Paired (Prd) is a paired-rule gene that encodes a transcription factor with two independent DNA binding domains, a paired domain and a homeodomain. Prd roles include embryonic segmentation, accessory gland development and male fertility.
FBgn0003141	pr	purple		In progress.
FBgn0003140	PpY-55A	Protein phosphatase Y at 55A		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003139	PpV	Protein phosphatase V		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003137	Ppn	Papilin		In progress.
FBgn0003134	Pp1alpha-96A	Protein phosphatase 1alpha at 96A		In progress.
FBgn0003132	Pp1-13C	Protein phosphatase 1 at 13C		In progress.
FBgn0003130	Poxn	Pox neuro		Pox neuro (Poxn) is a transcriptional factor that specifies the differences between mono-innervated external sensory (m-es) organs and poly-innervated external sensory (p-es) organs. Poxn expression in the external sensory organ precursor determines the fate to form larval p-es organs and adult chemosensory bristles.
FBgn0003129	Poxm	Pox meso		In progress.
FBgn0003124	polo	polo		In progress.
FBgn0003118	pnt	pointed		In progress.
FBgn0003117	pnr	pannier		Pannier (Pnr) is a transcription factor that acts as an activator of proneural achaete-scute complex genes. Pnr roles include dorsal cell fate determination, nervous system development and lymph gland development.
FBgn0003116	pn	prune		Prune (Pn) is a phosphoesterase that localizes to the mitochondrial matrix. It hydrolyzes cAMP and negatively regulates mitochondrial cAMP signaling. Pn is involved in mtDNA maintenance and eye pigment biosynthesis.
FBgn0003114	plu	plutonium		In progress.
FBgn0003093	Pkc98E	Protein C kinase 98E		In progress.
FBgn0003091	Pkc53E	Protein C kinase 53E		In progress.
FBgn0003090	pk	prickle		In progress.
FBgn0003089	pip	pipe		Pipe (Pip) is a sulfotransferase that contributes to the formation and polarity of the embryonic dorsal-ventral axis.
FBgn0003087	pim	pimples		Pimples is the Drosophila securin homolog. Securins bind to the endoprotease separase. In some species including Drosophila, this binding appears to promote proper folding of separase. In addition, securin binding inhibits separase endoprotease activity in all species via an inhibitory pseudosubstrate region.
FBgn0003086	Pig1	Pre-intermoult gene 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003082	phr	photorepair		In progress.
FBgn0003079	Raf	Raf oncogene		Raf oncogene (Raf) is a serine-threonine protein kinase that acts downstream of ras. Raf activates the MEK/ERK pathway to regulate cell proliferation, differentiation and survival downstream of receptor tyrosine kinases such as tor, Egfr, and sev.
FBgn0003076	Pgm	phosphoglucose mutase		In progress.
FBgn0003074	Pgi	Phosphoglucose isomerase		In progress.
FBgn0003071	Pfk	Phosphofructokinase		In progress.
FBgn0003068	per	period		In progress.
FBgn0003067	Pepck	Phosphoenolpyruvate carboxykinase		Phosphoenolpyruvate carboxykinase (Pepck) is an enzyme that converts oxaloacetate into phosphoenolpyruvate. Pepck catalyzes the first committed step in gluconeogenesis and thus plays an essential role in glucose metabolism.
FBgn0003065	CG2150	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003062	Fib	Fibrillarin		Fibrillarin is an rRNA 2'-O-methyltransferase required for pre-rRNA processing.
FBgn0003060	CG9757	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003057	CG10598	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003900	twi	twist		In progress.
FBgn0003896	tup	tailup		Tailup is a transcription factor that regulates neuronal sub-type identity, including motor, serotonergic and dopaminergic neuron identity. It regulates germ band retraction, dorsal closure, muscle and heart development.
FBgn0003892	ptc	patched		In progress.
FBgn0003891	tud	tudor		In progress.
FBgn0003890	betaTub97EF	beta-Tubulin at 97EF		In progress.
FBgn0003889	betaTub85D	beta-Tubulin at 85D		In progress.
FBgn0003888	betaTub60D	beta-Tubulin at 60D		In progress.
FBgn0003886	alphaTub85E	alpha-Tubulin at 85E		alpha-Tubulin at 85E is the major alpha-Tubulin constituent of accessory and attachment cells of chordotonal organs.
FBgn0003885	alphaTub84D	alpha-Tubulin at 84D		alpha-Tubulin at 84D is involved in major cellular mechanisms such as formation of spindle apparatus or microtubular threads for transport of proteins or organelles.
FBgn0003884	alphaTub84B	alpha-Tubulin at 84B		In progress.
FBgn0003882	tub	tube		Tube is an adaptor protein, which functions downstream of Myd88 in the Toll pathway, a signaling cascade that plays a key role in various developmental and immune processes, notably embryonic dorsoventral patterning and regulation of antimicrobial peptides.
FBgn0003870	ttk	tramtrack		In progress.
FBgn0003867	tsl	torso-like		Torso-like is present in many organs of Drosophila. In particular it is produced and secreted by two cell clusters in the egg chamber, initially anchored at the vitelline membrane and then translocated to the oocyte plasma membrane where it is required for the trk-mediated activation of the tor receptor.
FBgn0003866	tsh	teashirt		In progress.
FBgn0003865	tsg	twisted gastrulation		Twisted gastrulation is a BMP binding protein that makes a tripartite complex with sog and a dpp/scw heterodimer. This complex is a favoured substrate for tld, which processes sog and liberates the dpp/scw heterodimer.
FBgn0003863	alphaTry	alphaTrypsin		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003862	trx	trithorax		In progress.
FBgn0003861	trp	transient receptor potential		Transient receptor potential is a non-selective plasma membrane cation channel with high Ca[2+] permeability. It is highly eye-enriched and contributes to the electrical response to light in photoreceptors.
FBgn0003751	trk	trunk		Trunk in one of its cleaved forms acts as the ligand for the tor receptor in the early embryo.
FBgn0003748	Treh	Trehalase		In progress.
FBgn0003747	Gr5a	Gustatory receptor 5a		In progress.
FBgn0003744	trc	tricornered		Tricornered is a nuclear Dbf2-related kinase whose mutations lead to mulitpled hairs, split and multipled arista laterals and to defects in dendritic tiling.
FBgn0003742	tra2	transformer 2		In progress.
FBgn0003741	tra	transformer		In progress.
FBgn0003733	tor	torso		Torso is a receptor required for the specification of both terminal regions of the early embryo and for ecdysone synthesis in the prothoracic gland at pupariation.
FBgn0003731	Egfr	Epidermal growth factor receptor		Epidermal growth factor receptor (Egfr) is the transmembrane tyrosine kinase receptor for signaling ligands in the TGFalpha family (grk, spi, vn, and Krn), which utilises the intracellular MAP kinase pathway. Egfr roles include growth regulation, cell survival and developmental patterning.
FBgn0003721	Tm1	Tropomyosin 1		In progress.
FBgn0003720	tll	tailless		In progress.
FBgn0003719	tld	tolloid		Tolloid is a member of the asticin metalloprotease family. Its primary function is to cleave the dpp inhibitor sog. This facilitates dpp diffusion to the dorsal-most cells in the early blastoderm embryo, helping to specify formation of the amnioserosa.
FBgn0003716	tkv	thickveins		In progress.
FBgn0003714	tko	technical knockout		In progress.
FBgn0003710	tipE	temperature-induced paralytic E		In progress.
FBgn0003701	thr	three rows		Three rows (Thr) together with Sse forms the endoprotease separase complex, which cleaves a subunit of the cohesin complex, thereby allowing separation of the sister chromatids.
FBgn0003687	Tbp	TATA binding protein		TATA binding protein is a basal transcription factor required at most RNA Pol I and Pol II-transcribed genes in Drosophila. Traditionally thought to be recruited only to TATA box containing promoters, recent work shows that promoters with very weak TATA box consensus sequences also recruit TBP as a part of the multisubunit TFIID basal transcription factor or via the SAGA histone acetyltransferase complex.
FBgn0003683	term	terminus		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003676	CCT1	Chaperonin containing TCP1 subunit 1		In progress.
FBgn0003660	Syb	Synaptobrevin		In progress.
FBgn0003656	sws	swiss cheese		Swiss cheese is a transmembrane protein that hydrolyzes phosphatidylcholine and binds to and inhibits the C3 catalytic subunit of protein kinase A. Its loss leads to neuronal and glial degeneration and apoptotic cell death.
FBgn0003655	swa	swallow		In progress.
FBgn0003654	sw	short wing		Short wing (Sw) is the non-catalytic intermediate chain subunit of the cytoplasmic dynein motor complex. Sw functions include wing development, eye development, oocyte development and polarity, mitotic cell division, and neuronal transport and neurogenesis.
FBgn0003651	svp	seven up		In progress.
FBgn0003638	su(w[a])	suppressor of white-apricot		In progress.
FBgn0003612	Su(var)2-10	Suppressor of variegation 2-10		In progress.
FBgn0003607	Su(var)205	Suppressor of variegation 205		In progress.
FBgn0003598	Su(var)3-7	Suppressor of variegation 3-7		Suppressor of variegation 3-7 (Su(var)3-7) is associated with heterochromatin. Increasing the amount of Su(var)3-7 triggers heterochromatin expansion and epigenetic gene silencing.
FBgn0003053	peb	pebbled		Pebbled (Peb) is a protein that acts as a tissue-specific transcriptional attenuator. Peb roles include embryonic morphogenesis and development of ovary, retina and respiratory system.
FBgn0003048	pcx	pecanex		In progress.
FBgn0003046	Pcp	Pupal cuticle protein		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003044	Pcl	Polycomblike		In progress.
FBgn0003042	Pc	Polycomb		Polycomb is a chromatin binding protein that interacts with histone H3K27me3. It is involved in epigenetic silencing and its target genes are predominantly transcription factors or receptors that control cell fate and most developmental decisions.
FBgn0003041	pbl	pebble		In progress.
FBgn0003034	SP	Sex Peptide		Sex Peptide (SP) is a peptide produced by the male accessory glands and transferred to females during mating. In mated females, SP induces post-mating responses including increased egg production, decreased receptivity to mating, changes in juvenile hormone levels, in longevity and in sperm release from storage, and in feeding, digestion, and activity.
FBgn0003028	ovo	ovo		Ovo is a Zn finger transcription factor, with several isoforms acting as repressor or activator. Ovo is involved in epidermis differentiation, under the control of Wnt and EGFR signaling pathways and Hox factors, as well as female germline differentiation and sex determination.
FBgn0003023	otu	ovarian tumor		In progress.
FBgn0003016	osp	outspread		In progress.
FBgn0003015	osk	oskar		In progress.
FBgn0003011	ort	ora transientless		Ora transientless (Ort) is an ionotropic histamine-gated chloride channel required for vision. It is essential in the first-order interneurons to receive histaminergic inputs from the photoreceptors. In the central brain Ort modulates preference and tolerance for high and low temperature.
FBgn0003009	ord	orientation disruptor		Orientation disruptor (Ord) is a chromosome-localized protein required for meiotic sister chromatid cohesion in both sexes. In oocytes, Ord also promotes normal formation and maintenance of the synaptonemal complex and centromere clustering.
FBgn0003008	or	orange		In progress.
FBgn0003002	opa	odd paired		In progress.
FBgn0002989	okr	okra		Okra is a helicase involved in homologous DNA repair. It functions in meiotic recombination.
FBgn0002985	odd	odd skipped		In progress.
FBgn0002948	nod	no distributive disjunction		In progress.
FBgn0002945	nkd	naked cuticle		In progress.
FBgn0002941	slou	slouch		Slouch is a homeodomain transcription factor that is involved in the specification of a subset of somatic muscle progenitors and muscle founder cells.
FBgn0002940	ninaE	neither inactivation nor afterpotential E		Neither inactivation nor afterpotential E (NinaE) plays a major role in light detection and vision. It is the rhodopsin expressed in the largest class of photoreceptors in the adult retina. NinaE stimulation by light induces G-protein signaling activation, the opening of trp and trpl channels and photoreceptor cell membrane depolarization.
FBgn0002939	ninaD	neither inactivation nor afterpotential D		In progress.
FBgn0002938	ninaC	neither inactivation nor afterpotential C		In progress.
FBgn0002937	ninaB	neither inactivation nor afterpotential B		In progress.
FBgn0002936	ninaA	neither inactivation nor afterpotential A		In progress.
FBgn0002933	ng1	new glue 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002932	neur	neuralized		Neuralized (Neur) is an E3 ubiquitin ligase of the RING family. Neur is part of the Notch signaling pathway, where it is thought to contribute to the endocytosis-dependent activation of the ligand. Neur also has Notch-independent functions in epithelial morphogenesis.
FBgn0002931	net	net		Net is a basic helix-loop-helix protein that probably acts as a transcriptional repressor. During wing vein formation it is expressed in all interveins territories and antagonises EGFR activity.
FBgn0002930	nec	necrotic		Necrotic is a hemolymphatic Serpin that negatively regulates a serine protease involved in the immune activation of the Toll pathway. It is thought to function at the level or upstream of the serine protease psh.
FBgn0002926	ndl	nudel		Nudel is a multi-functional protein with serine protease activity. It is required for both eggshell biogenesis and embryonic dorsoventral patterning
FBgn0002924	ncd	non-claret disjunctional		Non-claret disjunctional is a minus-end-directed kinesin microtubule motor protein and the sole member of the kinesin-14 motor family. It is required for spindle assembly in oocytes and chromosome attachment to spindles in early embryos.
FBgn0002922	nau	nautilus		Nautilus (Nau) belongs to the bHLH family of transcription factors. It is the unique Drosophila ortholog of the mammalian family of bHLH Myogenic Regulatory Factors. Nau is involved in somatic muscle myogenesis.
FBgn0002921	Atpalpha	Na pump alpha subunit		Na pump alpha subunit is an integral membrane cation antiporter protein that utilizes ATP to shuttle Na[+] and K[+] across the plasma membrane to maintain ion homeostasis.
FBgn0002917	na	narrow abdomen		In progress.
FBgn0002914	Myb	Myb oncogene-like		Myb oncogene-like (Myb) is a transcription factor that activates the transcription of genes involved in the G2/M phases of the cell cycle. This activation occurs by inhibition of the highly conseved MuvB multi-protein repressor complex.
FBgn0002909	mus312	mutagen-sensitive 312		Mutagen-sensitive 312 is a scaffolding protein that interacts with at least three structure-selective endonucleases (mei-9-Ercc1, mus81-mms4, and slx1). It is involved in DNA repair and meiotic recombination pathways.
FBgn0002906	Blm	Bloom syndrome helicase		Bloom syndrome helicase plays important roles in repairing replication fork damage and double-strand breaks. It promotes repair through non-crossover mechanisms, though it also has roles in meiotic recombination.
FBgn0002905	mus308	mutagen-sensitive 308		Mutagen-sensitive 308 (Mus308) encodes DNA polymerase theta, a dual-domain protein with helicase-like and translation polymerase domains. Mus308 roles include repair/tolerance of DNA interstrand crosslinks and alternative-end joining repair of DNA double-strand breaks.
FBgn0002901	mus304	mutagen-sensitive 304		In progress.
FBgn0002899	mus301	mutagen-sensitive 301		Mutagen-sensitive 301 (Mus301) is a member of the Mus308 subfamily of ATP-dependent helicases. It is involved in the repair of double-strand DNA breaks during recombination and in somatic cells, and in chromosome segregation. Mus301 roles include dorsal-ventral patterning during oogenesis and posterior oocyte positioning.
FBgn0002891	mus205	mutagen-sensitive 205		Mutagen-sensitive 205 (Mus205) is a DNA polymerase zeta catalytic subunit. Mus205 acts as a translesion polymerase during the bypass of DNA damage and has roles in DNA double-strand break and interstrand crosslink repair.
FBgn0002887	mus201	mutagen-sensitive 201		In progress.
FBgn0002878	mus101	mutagen-sensitive 101		In progress.
FBgn0002873	mud	mushroom body defect		Mushroom body defect regulates spindle orientation via interactions with the dynein complex.
FBgn0002872	mu2	mutator 2		In progress.
FBgn0002869	MtnB	Metallothionein B		Metallothionein B (MtnB) is one of the five metallothioneins. They are metal-binding polypeptides that coordinate both physiological and xenobiotic metal ions, either for homeostasis or detoxification purposes. MtnB shows a preference towards divalent metal ion binding.
FBgn0002868	MtnA	Metallothionein A		Metallothionein A is a member of the Metallothioneins family whose transcript level is higher than that of the other four Drosophila metallothioneins. Transcription is strongly induced by copper and cadmium ions and this induction depends on the transcription factor MTF-1.
FBgn0002865	Mst98Ca	Male-specific RNA 98Ca		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002863	Acp95EF	Accessory gland protein 95EF		Accessory gland protein 95EF is a peptide produced by the male accessory glands and transferred to females during mating.
FBgn0002862	Mst87F	Male-specific RNA 87F		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002856	Acp26Ab	Accessory gland protein 26Ab		Accessory gland protein 26Ab is a peptide that is produced by male accessory glands and transferred to females during mating.
FBgn0002855	Acp26Aa	Accessory gland protein 26Aa		Accessory gland protein 26Aa (Acp26Aa) is synthesized in male accessory glands. It is transferred during mating to females where it induces an increase in ovulation by relaxing the oviduct via activation of octopaminergic signaling.
FBgn0002842	sa	spermatocyte arrest		In progress.
FBgn0002838	ms(3)K81	male sterile (3) K81		In progress.
FBgn0002791	mr	morula		In progress.
FBgn0002789	Mp20	Muscle protein 20		In progress.
FBgn0002787	Rpn8	Regulatory particle non-ATPase 8		In progress.
FBgn0002783	mor	moira		In progress.
FBgn0002781	mod(mdg4)	modifier of mdg4		Modifier of mdg4 is a nuclear protein that specifically interacts with various DNA binding proteins. It is involved in processes including chromosome condensation and segregation, regulation of transcription and enhancer blocking.
FBgn0002780	mod	modulo		In progress.
FBgn0002778	mnd	minidiscs		In progress.
FBgn0002775	msl-3	male-specific lethal 3		Male-specific lethal 3 is a chromodomain protein, reported to interact with H3K36me3, H4K20me1 and DNA. It is a member of the Male-Specific-Lethal dosage compensation complex, which increases male X chromosome transcription approximately two-fold. Homozygous mutant males die as larvae, while females are viable.
FBgn0002774	mle	maleless		Maleless is a helicase and a member of the Male-Specific-Lethal dosage compensation complex, which increases male X chromosome transcription approximately two-fold. Homozygous mutant males die as larvae, while females are viable.
FBgn0002773	Mlc2	Myosin light chain 2		In progress.
FBgn0002772	Mlc1	Myosin alkali light chain 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003313	sala	spalt-adjacent		In progress.
FBgn0003312	sad	shadow		Shadow (Sad) is a cytochrome P450 involved in ecdysteroid biosynthesis. It shows a mitochondrial localization and catalyzes the addition of a hydroxyl group to the 2 carbon of the cholesterol ring. Sad mutants fail to undergo head involution, dorsal closure or to secrete cuticle.
FBgn0003310	S	Star		Star is a type II transmembrane protein that facilitates trafficking of transmembrane EGFR ligands from the endoplasmic reticulum to the late secretory compartment. Star roles include growth regulation, cell survival and developmental patterning.
FBgn0003308	ry	rosy		In progress.
FBgn0003302	rux	roughex		In progress.
FBgn0003301	rut	rutabaga		Rutabaga (Rut) is a a membrane-bound Ca[2+]/calmodulin-activated adenylyl cyclase that is responsible for synthesis of cAMP. Rut plays a key role in regulating behavioral, neuroanatomical, and electrophysiological plasticity.
FBgn0003300	run	runt		In progress.
FBgn0003295	ru	roughoid		Roughoid (Ru) is an intra-membrane serine protease localized in the endoplasmic reticulum. Ru processes EGFR ligands in specific tissues, most notably the eye.
FBgn0003292	rt	rotated abdomen		Rotated abdomen transfers a mannose to the Ser/Thr residues of dystroglycan, via forming an heterodimer with tw. Its roles include myogenesis, muscle architecture and cell adhesion.
FBgn0003285	rst	roughest		Roughest is a multi-purpose transmembrane protein that is well studied in the fly eye and muscle during development. It interacts with the transmembrane ligand hbs to guide cell movement.
FBgn0003279	RpL4	Ribosomal protein L4		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003278	RpI135	RNA polymerase I 135kD subunit		In progress.
FBgn0003277	RpII215	RNA polymerase II 215kD subunit		In progress.
FBgn0003275	RpII18	RNA polymerase II 18kD subunit		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003274	RpLP2	Ribosomal protein LP2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0003270	amos	absent MD neurons and olfactory sensilla		In progress.
FBgn0003268	rod	rough deal		Rough deal (Rod) is the major subunit of the Rod-Zw10-Zwilch (RZZ) complex. RZZ is an essential component of the outer kinetochore during mitosis. RZZ helps monitor and correct kinetochore-microtubule attachments during prometaphase, and consequently it regulates mitotic progression.
FBgn0003267	ro	rough		In progress.
FBgn0002736	mago	mago nashi		Mago nashi (Mago) is part of the exon junction complex, which is required for post-transcriptional processes such as pre-mRNA splicing, RNA localization and nonsense-mediated decay. Mago is involved in germline development, germplasm assembly and photoreceptor differentiation.
FBgn0002735	E(spl)mgamma-HLH	Enhancer of split mgamma, helix-loop-helix		In progress.
FBgn0002734	E(spl)mdelta-HLH	Enhancer of split mdelta, helix-loop-helix		In progress.
FBgn0002733	E(spl)mbeta-HLH	Enhancer of split mbeta, helix-loop-helix		In progress.
FBgn0002732	E(spl)malpha-BFM	Enhancer of split malpha, Bearded family member		In progress.
FBgn0002723	Met	Methoprene-tolerant		Methoprene-tolerant is a bHLH-PAS domain transcription factor paralogous to gce. It is a receptor for the sesquiterpenoid juvenile hormone.
FBgn0002719	Men	Malic enzyme		Malic Enzyme (Men) is a dehydrogenase that catalyzes the oxidation of malate to pyruvate, with the concomitant reduction of NADP(+) to NADPH. Men functions, along with Idh, Zw, and Pgd, in a small network of NADP reducing enzymes.
FBgn0002716	mei-W68	meiotic W68		Meiotic W68 is thought to form a dimer with the TopoVIA subunit mei-P22 and is required for the formation of double strand breaks during meiosis.
FBgn0002715	mei-S332	meiotic from via Salaria 332		In progress.
FBgn0002709	mei-218	meiotic 218		Meiotic 218 is encoded on the same mRNA as mei-217. These proteins interact physically and are involved in meiotic recombination.
FBgn0002707	mei-9	meiotic 9		Meiotic 9 (Mei-9) is the catalytic subunit of the Mei-9-Ercc1 structure-selective endonuclease that functions in nucleotide excision repair. Mei-9 and Ercc1 interact with mus312 to generate meiotic crossovers.
FBgn0002643	mam	mastermind		Mastermind is a transcriptional coactivator that functions in the Notch signaling pathway. It regulates gene expression by interacting with the intracellular N domain that is produced upon receptor activation.
FBgn0002641	mal	maroon-like		In progress.
FBgn0002638	Rcc1	Regulator of chromosome condensation 1		Regulator of chromosome condensation 1 (Rcc1) is the guanine-nucleotide exchange factor for Ran. It promotes the nucleo-cytoplasmic shuttling of specific proteins and regulates chromatin condensation. Rcc1 roles include cell proliferation, cell survival, apoptosis, epigenetic regulation, and neuronal specification.
FBgn0002633	E(spl)m7-HLH	Enhancer of split m7, helix-loop-helix		In progress.
FBgn0002632	E(spl)m6-BFM	Enhancer of split m6, Bearded family member		In progress.
FBgn0002631	E(spl)m5-HLH	Enhancer of split m5, helix-loop-helix		In progress.
FBgn0002629	E(spl)m4-BFM	Enhancer of split m4, Bearded family member		In progress.
FBgn0002626	RpL32	Ribosomal protein L32		In progress.
FBgn0002622	RpS3	Ribosomal protein S3		Ribosomal protein S3 (RpS3) is a component of the small subunit of cytoplasmic ribosomes, which translate mRNAs encoded by the nuclear genome. The gene is haploinsufficient - heterozygous mutants display the 'Minute' phenotype, characterized by a slower developmental rate and small adult bristles. RpS3 also contains a DNA lyase activity and functions in DNA repair.
FBgn0002609	E(spl)m3-HLH	Enhancer of split m3, helix-loop-helix		In progress.
FBgn0002607	RpL19	Ribosomal protein L19		In progress.
FBgn0002593	RpLP1	Ribosomal protein LP1		In progress.
FBgn0002592	E(spl)m2-BFM	Enhancer of split m2, Bearded family member		In progress.
FBgn0002590	RpS5a	Ribosomal protein S5a		In progress.
FBgn0002579	RpL36	Ribosomal protein L36		In progress.
FBgn0002578	Kaz-m1	Kazal-type protease inhibitor m1		In progress.
FBgn0002577	m	miniature		Miniature protein belongs to the ZP-domain proteins family known as extracellular modular proteins. These proteins are secreted and anchored to the membrane or released into the extracellular space to form specialized extracellular matrices.
FBgn0002576	lz	lozenge		In progress.
FBgn0002573	sens	senseless		Senseless is a transcription factor that stimulates expression of proneural gene expression. It regulates differentiation of the peripheral nervous system and the R8 photoreceptor.
FBgn0002571	Mal-A3	Maltase A3		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002570	Mal-A1	Maltase A1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002569	Mal-A2	Maltase A2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002567	Rab32	Rab32		In progress.
FBgn0002566	lt	light		In progress.
FBgn0002565	Lsp2	Larval serum protein 2		In progress.
FBgn0002564	Lsp1gamma	Larval serum protein 1 gamma		In progress.
FBgn0002563	Lsp1beta	Larval serum protein 1 beta		In progress.
FBgn0002562	Lsp1alpha	Larval serum protein 1 alpha		In progress.
FBgn0002561	l(1)sc	lethal of scute		In progress.
FBgn0002552	lin	lines		Lines (Lin) is a nuclear protein involved in developmental patterning and cell fate specification. Lin binds to and destabilizes the Odd-skipped family protein bowl in the nucleus. The Odd family protein drm outcompetes the binding of Lin to bowl and localizes Lin to the cytoplasm to stabilize bowl in the nucleus.
FBgn0002543	robo2	roundabout 2		In progress.
FBgn0002542	lds	lodestar		Lodestar (Lds) belongs to the helicase-related family and is part of the spindle assembly checkpoint engaged in the maintenance of chromosome/genome stability. It is required to load cohesin complexes onto the chromosomes during the embryonic cleavage mitoses. Absence of Lds leads to frequent chromosome loss and death of cells and embryos.
FBgn0002535	Lcp4	Larval cuticle protein 4		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0002534	Lcp3	Larval cuticle protein 3		In progress.
FBgn0002533	Lcp2	Larval cuticle protein 2		In progress.
FBgn0002531	Lcp1	Larval cuticle protein 1		In progress.
FBgn0002526	LanA	Laminin A		In progress.
FBgn0002525	Lam	Lamin		In progress.
FBgn0002524	lace	lace		In progress.
FBgn0002522	lab	labial		Labial (lab) is the anterio-most expressed member of the Antennapedia complex (ANT-C), one of two Hox gene complexes. Members of the ANT-C control the identity of segments that contribute to the head and the anterior thorax. Lab specifies the identity of the intercalary segment and also functions in the development of copper cells in the midgut.
FBgn0002521	pho	pleiohomeotic		Pleiohomeotic is a zinc-finger protein that binds to Polycomb Response Elements and is required for recruitment of Polycomb group protein complexes to chromatin. It is primarily a transcriptional repressor.
FBgn0002466	sti	sticky		In progress.
FBgn0002973	numb	numb		In progress.
FBgn0002962	nos	nanos		Nanos (Nos) is an RNA-binding protein that forms part of a translational repressor complex. It functions as the localized determinant of abdominal segmentation. Nos contributes to germline development, germline stem cell renewal, and neuronal morphogenesis and function.
